Price,Model,Leather_interior,Fuel_type,Mileage,Gear_box_type,Airbags,Car_age
26657,Elantra,No,Petrol,32000,Tiptronic,6,7
18817,Veloster,Yes,Petrol,122000,Tiptronic,8,12
11290,Accent,Yes,Petrol,42211,Automatic,4,13
17249,Sonata,No,Petrol,86000,Automatic,0,12
12858,Aqua,No,Hybrid,139000,Automatic,6,12
16778,H1,Yes,Diesel,55857,Automatic,4,14
37633,528,Yes,Petrol,144000,Automatic,6,12
56371,Tucson,Yes,Petrol,32130,Automatic,4,6
10349,REXTON,Yes,Diesel,74277,Automatic,4,15
24775,Focus,No,Petrol,2700,Automatic,6,7
29479,C 250,Yes,Petrol,134000,Tiptronic,12,11
1490,Sonata,Yes,Petrol,176688,Automatic,12,9
3450,Fusion,Yes,Hybrid,135451,Automatic,12,10
23408,Santa FE,Yes,Diesel,151000,Automatic,4,14
29006,Tucson,Yes,Diesel,18071,Automatic,4,8
11770,Sonata,Yes,Petrol,56554,Automatic,4,13
862,Volt,Yes,Hybrid,133195,Automatic,0,10
26149,Elantra,Yes,Diesel,80377,Automatic,4,9
11300,Forester,No,Petrol,182000,Tiptronic,12,14
10506,Sonata,Yes,Hybrid,89000,Automatic,10,10
19416,Orlando,Yes,Diesel,152587,Automatic,4,12
1725,Elantra,Yes,Petrol,107155,Automatic,12,10
14897,Prius,No,Hybrid,0,Automatic,0,11
43592,RAV 4,No,Petrol,11000,Tiptronic,6,7
3136,Elantra,Yes,Petrol,30333,Automatic,12,6
12544,Prius,Yes,Hybrid,193000,Automatic,0,17
706,E 350,Yes,Diesel,122874,Automatic,12,16
13485,Focus,Yes,Petrol,117000,Tiptronic,12,12
3293,RX 350,Yes,Petrol,71939,Automatic,12,9
10036,Aqua,No,Hybrid,13000,Automatic,0,12
36899,H1,Yes,Diesel,119098,Automatic,4,8
30517,H1,Yes,Diesel,151854,Automatic,4,10
16935,X5,Yes,Petrol,17000,Tiptronic,10,14
17876,Elantra,Yes,Petrol,117000,Tiptronic,12,11
13877,Accent,Yes,Petrol,108931,Automatic,4,12
4077,Captiva,Yes,Diesel,55790,Automatic,4,17
2666,Q7,Yes,Petrol,85328,Automatic,12,10
13172,Astra,No,Diesel,166000,Manual,4,15
14454,Elantra,Yes,Petrol,140000,Automatic,4,13
15681,Passat,No,Petrol,156000,Tiptronic,8,11
43905,535,Yes,Petrol,0,Tiptronic,12,12
24709,Tucson,Yes,Diesel,155000,Automatic,4,13
14113,Prius,Yes,Petrol,150000,Automatic,8,16
61471,Civic,Yes,Petrol,41018,Automatic,4,7
19601,Prius C,No,Hybrid,68000,Automatic,9,12
24327,Korando,Yes,Diesel,158423,Automatic,4,10
16621,Juke,No,Petrol,93000,Automatic,12,10
43128,Santa FE,Yes,Diesel,116365,Automatic,4,8
64823,Tucson,Yes,Diesel,29545,Automatic,4,6
4077,GX 460,Yes,Petrol,150909,Automatic,0,12
48610,Highlander,Yes,Hybrid,178000,Automatic,0,12
23082,FIT,Yes,Hybrid,87000,Automatic,4,11
20171,Tucson,Yes,Diesel,191668,Automatic,4,13
10663,Forester,Yes,Petrol,81058,Automatic,0,9
78403,Outlander,Yes,Petrol,0,Automatic,12,4
26017,Elantra,Yes,Petrol,107220,Automatic,4,7
2430,E 350,Yes,Diesel,175614,Automatic,12,16
38609,H1,Yes,Diesel,121000,Automatic,4,8
21940,Korando,Yes,Diesel,147219,Automatic,4,11
17844,Aqua,Yes,Petrol,88300,Automatic,4,11
1646,Fusion,Yes,Hybrid,174619,Automatic,0,11
24462,E 350,Yes,Petrol,142000,Tiptronic,12,16
10976,Aqua,No,Hybrid,0,Variator,2,12
108371,Explorer,Yes,Petrol,25947,Automatic,4,6
9408,Camry,Yes,Petrol,128000,Tiptronic,0,10
30856,REXTON,Yes,Diesel,126148,Automatic,4,11
18817,Camry,Yes,Petrol,86400,Tiptronic,14,11
53314,535,Yes,Petrol,99200,Tiptronic,12,10
26657,Escape,No,Petrol,74000,Tiptronic,9,5
15822,Genesis,Yes,Petrol,81384,Automatic,4,14
22715,Aqua,Yes,Petrol,40740,Automatic,4,12
1333,Prius,Yes,Hybrid,106280,Automatic,12,12
19707,Elantra,Yes,Petrol,123000,Automatic,4,12
16480,Elantra,Yes,Petrol,140765,Automatic,4,10
15053,Santa FE,Yes,Diesel,70338,Automatic,4,14
56136,E 300,Yes,Petrol,50963,Automatic,12,7
1646,GLE 350,Yes,Petrol,59099,Automatic,0,8
941,Jetta,Yes,Diesel,69248,Automatic,12,10
31047,E 350,Yes,Diesel,132349,Automatic,12,10
12231,Prius,No,Hybrid,0,Automatic,0,14
42337,X6,Yes,Petrol,160350,Tiptronic,16,16
21768,Orlando,Yes,Diesel,153561,Automatic,4,12
19130,Tacoma,Yes,Petrol,57554,Automatic,12,11
13172,Escape,Yes,Hybrid,164600,Automatic,10,15
5645,Captiva,Yes,Diesel,48524,Automatic,4,17
627,CT 200h,Yes,Hybrid,192683,Automatic,0,12
31524,Grand Cherokee,Yes,Diesel,199500,Automatic,4,13
13987,Cruze,Yes,Diesel,180000,Automatic,4,12
13172,Cruze,No,Petrol,147000,Tiptronic,10,11
21739,Orlando,Yes,Diesel,177103,Automatic,4,10
862,X5,Yes,Petrol,0,Automatic,12,7
3058,Fusion,Yes,Petrol,151411,Automatic,12,10
9095,Vitz,No,Petrol,18000,Variator,12,14
22649,REXTON,Yes,Diesel,131114,Automatic,4,13
18660,H1,Yes,Diesel,55248,Automatic,4,13
20071,Prius,No,Petrol,56000,Tiptronic,12,11
48955,Santa FE,Yes,Diesel,80000,Automatic,4,9
40556,Tucson,Yes,Diesel,82430,Automatic,4,7
34406,H1,Yes,Diesel,119884,Automatic,4,10
52959,Sonata,Yes,Petrol,48605,Automatic,4,6
17249,Elantra,No,Petrol,92800,Automatic,0,11
39829,GX 460,Yes,Petrol,155821,Automatic,0,14
8320,Elantra,Yes,Petrol,149691,Automatic,4,17
11917,FIT,Yes,Hybrid,13000,Automatic,2,12
7119,Sonata,Yes,LPG,81248,Automatic,4,14
20005,Actyon,Yes,Diesel,166850,Automatic,4,13
24283,Captiva,Yes,Diesel,146644,Automatic,4,10
17484,Elantra,Yes,Petrol,103453,Automatic,4,13
15681,Golf,No,Petrol,1000,Manual,8,14
4077,Volt,Yes,Hybrid,196590,Automatic,12,11
1176,Sonata,Yes,Hybrid,0,Automatic,0,12
47042,535,Yes,Petrol,59200,Tiptronic,10,9
15053,C-MAX,Yes,Hybrid,173000,Automatic,8,11
13172,Accent,No,Petrol,109000,Tiptronic,4,13
16894,Elantra,Yes,Petrol,71202,Automatic,4,14
30151,Tucson,Yes,Diesel,143278,Automatic,4,9
53154,Santa FE,Yes,Diesel,94259,Automatic,4,8
15800,Optima,No,Petrol,97000,Tiptronic,12,12
1568,Tiida,No,Petrol,95000,Automatic,4,15
30564,Actyon,Yes,Diesel,153404,Automatic,4,8
16621,E 350,Yes,Diesel,119379,Automatic,12,13
21009,Transit,No,Diesel,198000,Manual,2,14
1490,CT 200h,Yes,Hybrid,174106,Automatic,0,12
20385,Prius,No,Petrol,190000,Automatic,8,12
17876,Veloster,Yes,Petrol,55000,Tiptronic,12,13
627,Spark,Yes,Petrol,131312,Automatic,12,10
10036,Accent,Yes,Petrol,4621,Automatic,12,5
15994,Camry,No,Petrol,121000,Tiptronic,12,14
36730,Tucson,Yes,Diesel,113006,Automatic,4,8
81539,GX 460,Yes,Petrol,155976,Automatic,0,8
25744,Malibu,Yes,Petrol,113509,Automatic,4,8
50018,Sonata,Yes,Petrol,19080,Automatic,4,7
3763,Elantra,Yes,Petrol,110685,Automatic,12,10
627,Elantra,Yes,Petrol,72629,Automatic,12,8
14113,Optima,Yes,Petrol,60704,Automatic,4,10
1882,E 350,Yes,Petrol,146395,Automatic,12,10
18817,Camry,Yes,Hybrid,35058,Automatic,12,6
22649,Tucson,Yes,Diesel,151281,Automatic,4,14
13015,H1,Yes,Diesel,73401,Automatic,4,14
66485,Sonata,Yes,LPG,13460,Automatic,4,4
25089,Elantra,No,Petrol,23000,Tiptronic,8,7
21953,Prius,No,LPG,24000,Variator,8,12
21953,Prius,Yes,Hybrid,87000,Automatic,10,10
8624,Vitz,No,Petrol,0,Automatic,2,13
17346,Aveo,Yes,Petrol,74422,Automatic,4,10
8311,Lacetti,Yes,Petrol,52472,Automatic,4,15
25089,Cruze,Yes,Petrol,29000,Tiptronic,12,8
24512,FIT,Yes,Petrol,111649,Automatic,4,9
5018,RX 450,Yes,Hybrid,167222,Automatic,12,14
13642,E 350,Yes,Diesel,64496,Automatic,12,13
10663,FIT,No,Hybrid,115000,Automatic,2,10
19757,H1,Yes,Diesel,115028,Automatic,4,14
23207,Jetta,Yes,Petrol,27000,Tiptronic,6,8
30420,X5,Yes,Diesel,198211,Tiptronic,12,12
10506,Altima,Yes,Petrol,45022,Automatic,12,7
549,Elantra,Yes,Petrol,47422,Automatic,12,8
21953,Prius,Yes,Hybrid,48738,Automatic,12,8
69502,Sonata,Yes,Petrol,24000,Automatic,4,6
28600,X6,Yes,Petrol,1000,Tiptronic,8,13
15994,Sonata,No,Petrol,93000,Automatic,12,8
9879,Highlander,Yes,Hybrid,157211,Automatic,12,12
42052,Santa FE,Yes,Diesel,122184,Automatic,4,8
16621,Prius C,No,Hybrid,103000,Variator,4,11
22266,H1,Yes,Diesel,120805,Automatic,4,13
18817,Sonata,Yes,Petrol,180800,Automatic,12,13
12880,Elantra,Yes,Petrol,97132,Automatic,4,14
19384,Elantra,Yes,Petrol,124892,Automatic,4,13
7213,X5,Yes,Diesel,0,Automatic,0,10
706,E 350,Yes,Diesel,122874,Automatic,12,16
13799,Jetta,Yes,Petrol,85000,Tiptronic,8,10
12858,Fiesta,No,Petrol,86000,Variator,10,11
23414,Captiva,Yes,Diesel,60000,Automatic,4,9
11895,Cruze,Yes,Diesel,60550,Automatic,4,10
13642,Orlando,Yes,Petrol,35762,Automatic,4,9
11133,Camry,Yes,Hybrid,179381,Automatic,12,10
33823,REXTON,Yes,Diesel,146130,Automatic,4,11
16719,FIT,Yes,Hybrid,154400,Automatic,4,11
13172,Focus,Yes,Petrol,134400,Tiptronic,8,10
12544,FIT,No,Petrol,140000,Variator,4,13
45210,Tucson,Yes,Diesel,123833,Automatic,4,7
7527,Captiva,Yes,Diesel,77588,Automatic,4,17
49751,REXTON,Yes,Diesel,62575,Automatic,4,9
36235,H1,Yes,Diesel,109629,Automatic,4,8
16308,Prius,Yes,Hybrid,45488,Automatic,12,7
39829,GX 460,Yes,Petrol,155821,Automatic,0,14
36899,H1,Yes,Diesel,105461,Automatic,4,10
28532,Aqua,Yes,Petrol,25000,Automatic,4,5
5018,Juke,Yes,Petrol,111402,Automatic,0,9
19444,Veloster,Yes,Petrol,73600,Automatic,6,11
21953,FIT,Yes,Petrol,78400,Variator,6,10
14279,Sonata,Yes,LPG,176247,Automatic,4,9
51075,Santa FE,Yes,Diesel,106084,Automatic,4,8
36065,528,Yes,Petrol,184000,Tiptronic,12,12
24709,Korando,Yes,Diesel,86651,Automatic,4,12
20385,Prius,No,Hybrid,193600,Automatic,12,12
8311,GLA 250,Yes,Petrol,109555,Automatic,0,8
37611,Actyon,Yes,Petrol,76553,Automatic,4,8
20297,REXTON,Yes,Diesel,110000,Automatic,4,13
14740,Captiva,Yes,Diesel,54000,Tiptronic,6,17
5488,Camry,Yes,Hybrid,109798,Automatic,12,10
15257,Sonata,Yes,Petrol,147079,Automatic,4,14
23521,Optima,Yes,Petrol,30400,Tiptronic,10,7
48547,Sonata,Yes,Petrol,43000,Automatic,4,8
2274,Civic,Yes,Petrol,127669,Automatic,12,10
45542,Santa FE,Yes,Diesel,55112,Automatic,4,10
19278,REXTON,Yes,Diesel,130663,Automatic,4,13
23521,Volt,No,Plug-in Hybrid,188000,Automatic,10,12
22900,FIT,Yes,Petrol,2635,Automatic,4,6
32578,Tucson,Yes,Diesel,131084,Automatic,4,10
6429,Camry,Yes,Petrol,115858,Automatic,12,9
14583,Camry,Yes,Petrol,29682,Automatic,12,6
24283,Orlando,Yes,LPG,109497,Automatic,4,9
26108,REXTON,Yes,Diesel,111307,Automatic,4,11
27294,Compass,Yes,Petrol,81256,Automatic,4,14
22894,Jetta,Yes,Petrol,135000,Manual,8,11
18817,Elantra,No,Petrol,110000,Tiptronic,6,10
14740,Focus,Yes,Petrol,90000,Tiptronic,12,10
14269,Camry,Yes,Petrol,48035,Automatic,12,7
1490,Escape,Yes,Petrol,131272,Automatic,12,11
25591,Elantra,Yes,Petrol,140000,Automatic,4,10
47076,REXTON,Yes,Diesel,118366,Automatic,4,9
8154,FIT,Yes,Hybrid,0,Tiptronic,2,14
41400,Captiva,Yes,Diesel,70003,Automatic,4,9
21326,E 350,Yes,Petrol,111111,Automatic,0,15
13172,FIT,Yes,Hybrid,60000,Automatic,4,10
6125,Cruze,Yes,Petrol,78712,Automatic,4,15
32302,E 350,Yes,Diesel,101424,Automatic,12,10
35808,Aqua,Yes,Petrol,37490,Automatic,4,7
73310,Santa FE,Yes,Diesel,2730,Automatic,4,5
34340,Santa FE,Yes,Diesel,31251,Automatic,4,9
19071,Aveo,Yes,Petrol,59295,Automatic,4,10
50861,Tucson,Yes,Diesel,69527,Automatic,4,7
19444,C-MAX,Yes,Hybrid,50100,Automatic,12,10
27284,C-MAX,No,Hybrid,77254,Automatic,12,7
5739,Lacetti,Yes,Petrol,86382,Automatic,4,14
1490,GX 470,Yes,Petrol,154115,Automatic,0,11
40926,Actyon,Yes,Diesel,54405,Automatic,4,7
20005,Elantra,Yes,Petrol,35951,Automatic,4,13
17249,Prius,Yes,Hybrid,6500,Tiptronic,12,11
6586,Tacoma,Yes,Petrol,0,Automatic,12,10
22947,Korando,Yes,Diesel,92690,Automatic,4,11
706,CT 200h,Yes,Hybrid,116869,Automatic,0,13
5331,Jetta,Yes,Diesel,16856,Automatic,12,10
5959,RAV 4,No,Petrol,159901,Automatic,12,12
34497,Camry,No,Petrol,11500,Tiptronic,8,9
44517,H1,Yes,Diesel,124708,Automatic,4,8
30417,Escape,Yes,Petrol,70165,Automatic,4,10
9252,REXTON,Yes,Diesel,56629,Automatic,4,15
11563,Elantra,Yes,Petrol,130814,Automatic,4,14
25399,Genesis,Yes,Petrol,142380,Automatic,4,15
14113,Civic,No,Hybrid,140000,Variator,7,16
11133,Camry,Yes,Hybrid,179381,Automatic,12,10
14113,Fiesta,No,Petrol,102581,Automatic,12,11
22580,Optima,Yes,Petrol,115000,Tiptronic,8,12
21950,Transit,No,Diesel,133000,Manual,2,15
36065,Pajero,Yes,Petrol,70000,Automatic,6,14
25889,Elantra,Yes,Petrol,103891,Automatic,4,9
26030,Volt,Yes,Hybrid,52062,Automatic,0,7
2274,Insight,Yes,Hybrid,149970,Automatic,0,10
41632,Santa FE,Yes,Diesel,150415,Automatic,4,8
37006,535,Yes,Petrol,102033,Tiptronic,10,14
5883,Lacetti,Yes,Petrol,117685,Automatic,4,15
2038,Cruze,Yes,Petrol,71498,Automatic,12,7
20385,Outlander,Yes,Petrol,0,Tiptronic,10,15
3293,Tacoma,Yes,Petrol,64994,Automatic,12,10
5488,Camry,Yes,Hybrid,109798,Automatic,12,10
11604,Vitz,No,Petrol,170032,Automatic,6,18
17249,Jetta,Yes,Hybrid,150000,Automatic,7,10
49751,Sonata,Yes,Petrol,43178,Automatic,4,7
15100,Elantra,Yes,Petrol,98578,Automatic,4,14
20385,Prius C,No,Hybrid,102880,Variator,0,10
21796,Camry,Yes,Petrol,77803,Tiptronic,0,10
7840,FIT,No,Hybrid,112000,Automatic,8,13
25089,Optima,No,Petrol,116800,Tiptronic,8,8
23521,Camry,No,Petrol,123000,Automatic,12,8
48403,Santa FE,Yes,Diesel,110000,Automatic,4,9
23207,Elantra,Yes,Diesel,33017,Automatic,4,8
14113,Focus,Yes,Petrol,116800,Tiptronic,8,11
19121,Elantra,Yes,Petrol,103490,Automatic,4,12
15530,Actyon,Yes,Diesel,146664,Automatic,4,14
26500,Optima,Yes,Petrol,30157,Automatic,4,8
18240,Elantra,Yes,Petrol,154900,Automatic,4,13
2117,Juke,Yes,Petrol,181997,Automatic,0,8
16621,X5,Yes,Diesel,110715,Automatic,0,10
29793,E 350,Yes,Petrol,18000,Tiptronic,12,14
784,Camry,Yes,Hybrid,102397,Automatic,12,10
14740,Transit,No,Petrol,183000,Manual,3,16
32973,Captiva,Yes,Diesel,93170,Automatic,4,11
42667,Actyon,Yes,Diesel,23767,Automatic,4,8
706,Prius,Yes,Hybrid,73402,Automatic,12,14
23050,CT 200h,Yes,Hybrid,172346,Automatic,12,12
42102,Actyon,Yes,Petrol,50750,Automatic,4,7
23207,Prius,Yes,Hybrid,69000,Variator,6,11
10976,Cruze,No,Petrol,2000,Tiptronic,12,10
15329,H1,Yes,Diesel,114985,Automatic,4,15
39615,FIT,Yes,Petrol,49000,Automatic,4,7
56136,E 300,Yes,Petrol,50963,Automatic,12,7
5645,Civic,Yes,Petrol,88230,Automatic,12,14
20385,Transit,No,Diesel,189000,Manual,3,17
11290,Prius,No,Hybrid,165779,Automatic,8,14
10036,Aqua,No,Petrol,105200,Automatic,4,11
22357,REXTON,Yes,Diesel,190000,Automatic,4,13
19416,Orlando,Yes,Diesel,139633,Automatic,4,12
5018,GX 460,Yes,Petrol,188078,Automatic,0,9
15608,Genesis,Yes,Petrol,52749,Automatic,4,15
45210,Tucson,Yes,Diesel,100184,Automatic,4,8
23436,H1,Yes,Diesel,173490,Automatic,4,10
8938,X5,Yes,Petrol,153515,Automatic,12,15
22580,Tucson,Yes,Petrol,31200,Automatic,12,5
6429,Corolla,Yes,Petrol,78608,Automatic,12,6
12858,Elantra,No,Petrol,87000,Tiptronic,6,12
97235,Santa FE,Yes,Diesel,43865,Automatic,4,4
13739,Elantra,Yes,Petrol,110000,Automatic,4,14
8154,X5,Yes,Diesel,103458,Automatic,0,12
1019,CT 200h,Yes,Hybrid,192683,Automatic,12,12
32302,E 350,Yes,Petrol,101424,Automatic,12,10
17876,Prius,Yes,Hybrid,129000,Variator,4,13
15053,Tucson,Yes,Diesel,53232,Automatic,4,14
3450,E 350,Yes,Diesel,109139,Automatic,12,15
2666,ML 350,Yes,Diesel,0,Automatic,12,13
15035,Accent,Yes,Diesel,181232,Automatic,4,10
31211,Aqua,Yes,Petrol,20000,Automatic,4,10
4547,Volt,Yes,Hybrid,162190,Automatic,0,12
12858,Spark,Yes,Petrol,28227,Automatic,4,7
8097,Elantra,Yes,Petrol,184297,Automatic,4,17
16621,E 350,Yes,Diesel,119379,Automatic,12,13
16753,Genesis,Yes,Petrol,191263,Automatic,4,14
9565,Jetta,Yes,Diesel,168637,Automatic,0,10
706,Sonata,Yes,Hybrid,0,Automatic,0,12
18503,Passat,Yes,Petrol,86000,Tiptronic,12,11
11259,Sonata,Yes,Petrol,38853,Automatic,4,11
46101,328,Yes,Petrol,23000,Tiptronic,12,8
10976,Aqua,Yes,Hybrid,80000,Automatic,4,11
16151,Tucson,Yes,Diesel,53463,Automatic,4,13
941,Cruze,Yes,Petrol,39466,Automatic,12,6
3763,Juke,Yes,Petrol,173576,Automatic,0,12
549,RX 350,Yes,Petrol,181189,Automatic,12,13
48403,Santa FE,Yes,Diesel,85139,Automatic,4,9
5175,Camry,Yes,Petrol,121318,Automatic,12,12
18503,Passat,Yes,Petrol,75000,Tiptronic,6,12
549,Forester,Yes,Petrol,72613,Automatic,0,10
19482,Captiva,Yes,Diesel,106000,Automatic,4,13
17158,Elantra,Yes,Petrol,157827,Automatic,4,13
20855,Elantra,Yes,LPG,31780,Automatic,4,8
47042,Q5,Yes,Petrol,56240,Automatic,0,8
27924,H1,Yes,Diesel,174485,Automatic,4,10
20385,Prius,No,Hybrid,59000,Automatic,10,12
26657,ML 350,Yes,Petrol,160000,Tiptronic,0,14
20385,C-MAX,Yes,Hybrid,74000,Automatic,10,11
1725,ML 350,Yes,Diesel,180659,Automatic,12,12
706,GX 460,Yes,Petrol,102907,Automatic,0,9
25889,Elantra,Yes,Petrol,117000,Automatic,4,9
55638,Santa FE,Yes,Diesel,36819,Automatic,4,9
23521,Fusion,Yes,Petrol,60000,Automatic,12,9
9565,E 350,Yes,Diesel,171221,Automatic,12,12
8781,Aqua,No,Hybrid,102000,Automatic,2,12
9408,Insight,No,Hybrid,149000,Tiptronic,8,14
12388,E 350,Yes,Diesel,189530,Automatic,12,14
44846,RX 450,Yes,Hybrid,114000,Automatic,12,13
15994,Prius,Yes,Petrol,184000,Automatic,6,14
26030,Volt,Yes,Hybrid,52062,Automatic,0,7
49751,REXTON,Yes,Diesel,62575,Automatic,4,9
30750,H1,Yes,Diesel,146216,Automatic,4,10
9408,Vitz,No,Petrol,115000,Variator,5,18
784,Camry,Yes,Hybrid,102397,Automatic,12,10
20071,Prius,Yes,Hybrid,102400,Automatic,8,11
10976,500,No,Petrol,127520,Manual,6,12
27654,Elantra,Yes,Petrol,87510,Automatic,4,8
39499,Actyon,Yes,Diesel,45482,Automatic,4,8
7683,Elantra,Yes,Petrol,121840,Automatic,12,8
27174,Compass,Yes,Petrol,97277,Automatic,4,13
12544,Cruze,No,Petrol,72000,Tiptronic,10,13
15000,Corolla,No,Hybrid,22000,Tiptronic,0,5
14740,Forester,No,Petrol,169000,Tiptronic,12,12
25889,REXTON,Yes,Diesel,83667,Automatic,4,13
8311,Captiva,Yes,Diesel,63558,Automatic,4,17
45542,Tucson,Yes,Diesel,88585,Automatic,4,8
11992,Elantra,Yes,Petrol,124900,Automatic,4,14
28830,Elantra,Yes,Petrol,56764,Automatic,4,11
7840,Prius,No,Hybrid,0,Automatic,6,18
706,XV,Yes,Petrol,111285,Automatic,0,9
17327,FIT,Yes,Hybrid,121000,Automatic,4,10
5018,Camry,Yes,Hybrid,190549,Automatic,12,11
25456,Malibu,Yes,Petrol,135965,Automatic,4,12
5018,Elantra,Yes,Petrol,61398,Automatic,12,6
3450,E 300,Yes,Petrol,50930,Automatic,12,7
27284,Juke,Yes,Petrol,47533,Automatic,12,7
17484,Elantra,Yes,Petrol,128147,Automatic,4,13
26180,Sonata,Yes,Petrol,51476,Automatic,4,14
68994,E 350,Yes,Petrol,42774,Tiptronic,12,10
41193,Santa FE,Yes,Diesel,120456,Automatic,4,11
12585,Elantra,Yes,Petrol,128965,Automatic,4,14
16308,Passat,Yes,Petrol,96000,Tiptronic,10,11
8500,Tiida,Yes,Petrol,134000,Variator,2,18
17249,Jetta,Yes,Hybrid,1000,Automatic,8,10
12231,Aqua,No,Petrol,130000,Automatic,12,11
44752,Actyon,Yes,Petrol,11953,Automatic,4,6
18346,Elantra,Yes,LPG,33553,Automatic,4,8
13485,Passat,Yes,Petrol,176000,Manual,12,16
21169,Prius,No,Hybrid,76000,Automatic,8,10
627,Civic,Yes,Hybrid,95822,Automatic,12,11
9565,A7,Yes,Petrol,191373,Automatic,0,10
627,GLA 250,Yes,Petrol,0,Automatic,12,9
36065,X5,Yes,Diesel,105000,Tiptronic,12,13
8781,Vitz,No,Petrol,111000,Automatic,4,18
76029,Explorer,Yes,Petrol,90000,Automatic,4,8
32578,H1,Yes,Diesel,117595,Automatic,4,8
32302,E 350,Yes,Petrol,101424,Automatic,12,10
12231,Optima,Yes,Petrol,35008,Automatic,4,11
21326,Outlander,No,Petrol,128000,Automatic,16,12
21639,Cruze,Yes,Diesel,101922,Automatic,6,10
9408,Sportage,Yes,Diesel,60928,Automatic,4,16
12544,Focus,No,Petrol,72114,Automatic,0,9
30326,H1,Yes,Diesel,40877,Automatic,4,8
17876,Prius C,No,Petrol,71300,Automatic,6,9
7527,Note,No,Petrol,113111,Automatic,4,16
65817,Civic,Yes,Petrol,14542,Automatic,4,5
18503,Elantra,No,Petrol,150000,Tiptronic,8,10
35617,Impala,Yes,Petrol,56486,Automatic,4,7
28909,Elantra,Yes,Diesel,98000,Automatic,4,7
47217,Santa FE,Yes,Diesel,149476,Automatic,4,8
17249,Passat,Yes,Petrol,52000,Tiptronic,12,10
19384,Elantra,Yes,Petrol,127983,Automatic,4,13
16778,Elantra,Yes,Petrol,41279,Automatic,4,12
21012,Prius,Yes,Hybrid,165000,Automatic,12,12
862,Fusion,Yes,Hybrid,186048,Automatic,0,10
15486,FIT,Yes,Petrol,66890,Automatic,4,8
1490,Cruze,Yes,Petrol,167317,Automatic,12,9
48867,Tucson,Yes,Diesel,52782,Automatic,4,6
6586,Volt,Yes,Hybrid,112123,Automatic,0,10
14740,Sonata,Yes,LPG,50534,Automatic,4,9
26804,Santa FE,Yes,Diesel,52326,Automatic,4,11
19601,ML 350,Yes,Petrol,180000,Tiptronic,10,18
15367,Prius,Yes,Hybrid,93000,Automatic,12,14
13172,Prius,No,Hybrid,90532,Automatic,12,14
3136,Camry,Yes,Hybrid,159379,Automatic,12,12
1882,Prius,Yes,Hybrid,142426,Automatic,12,15
15681,Elantra,No,Petrol,41600,Tiptronic,8,11
1490,GX 470,Yes,Petrol,154115,Automatic,0,11
18189,Elantra,No,Petrol,17000,Automatic,0,9
59338,Tucson,Yes,Petrol,35477,Automatic,4,7
21768,Korando,Yes,Diesel,119315,Automatic,4,13
24148,Optima,No,Hybrid,66000,Tiptronic,12,10
28532,Korando,Yes,Diesel,145572,Automatic,4,9
27921,H1,Yes,Diesel,184700,Automatic,4,10
6272,Spark,Yes,Petrol,75407,Automatic,4,12
18189,Fiesta,No,Petrol,53000,Automatic,6,7
32772,H1,Yes,Diesel,50877,Automatic,4,10
10976,Vitz,No,Petrol,145000,Automatic,2,17
17876,Jetta,No,Petrol,49656,Tiptronic,10,9
549,500,Yes,Petrol,170459,Automatic,12,11
5802,E 350,Yes,Diesel,107800,Automatic,12,11
27284,Camry,Yes,Hybrid,80000,Tiptronic,12,9
13589,Elantra,Yes,Petrol,162911,Automatic,4,12
13799,Captiva,Yes,Diesel,148076,Automatic,4,13
15524,Prius,No,Hybrid,124000,Tiptronic,8,14
8781,Optima,Yes,Petrol,46208,Automatic,4,12
3763,Camry,Yes,Hybrid,124912,Automatic,12,11
8006,Sonata,Yes,LPG,66760,Automatic,4,14
8781,Optima,Yes,Petrol,46208,Automatic,4,12
7840,Tiida,No,Petrol,143000,Automatic,0,18
31047,Veloster,No,Petrol,12000,Tiptronic,12,5
6586,Captiva,Yes,Diesel,74588,Automatic,4,17
17249,Prius C,Yes,Hybrid,90000,Automatic,12,11
26149,Korando,Yes,Diesel,105344,Automatic,4,8
9408,FIT,No,Hybrid,139000,Automatic,2,10
36774,Captiva,Yes,Diesel,92825,Automatic,4,9
40064,Actyon,Yes,Petrol,48536,Automatic,4,8
11290,FIT,No,Hybrid,60000,Automatic,4,10
549,GLE 350,Yes,Petrol,91493,Automatic,0,8
4391,500,Yes,Petrol,107054,Automatic,12,11
25089,Cr-v,No,LPG,87792,Automatic,12,12
2744,XV,Yes,Petrol,108259,Automatic,0,11
25716,X5,Yes,Petrol,0,Automatic,12,8
32302,E 350,Yes,Diesel,101424,Automatic,12,10
43905,535,Yes,Petrol,7800,Tiptronic,16,9
65858,Vito,Yes,Diesel,120000,Manual,4,10
38574,E 350,Yes,Petrol,143000,Tiptronic,11,11
42337,E 350,Yes,Petrol,150000,Tiptronic,12,11
16568,Elantra,Yes,Diesel,100535,Automatic,4,9
53580,Santa FE,Yes,Diesel,143470,Automatic,4,9
5959,RAV 4,Yes,Petrol,159901,Automatic,12,12
34497,C 300,Yes,Petrol,100358,Tiptronic,12,10
17719,H1,Yes,Diesel,52600,Automatic,4,12
8006,I30,Yes,Diesel,62444,Automatic,4,16
15367,Juke,Yes,Petrol,139200,Tiptronic,12,12
42933,Aqua,Yes,Petrol,50909,Automatic,4,7
784,Prius,Yes,Hybrid,174285,Automatic,12,12
18817,FIT,No,Petrol,49600,Automatic,6,8
